objectid,wd18cd,wd18nm,wd18nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
7581,S13002908,Musselburgh, ,333761,671590,-3.0618,55.932781,12113723.8634795,20731.3597346472
7582,S13002909,"Preston, Seton and Gosford", ,343682,675261,-2.90379,55.96703,24415227.9070573,32558.1108055892
7583,S13002910,"Tranent, Wallyford and Macmerry", ,340705,671632,-2.95068,55.934071,40731972.0074993,38419.952605694
7584,S13002911,North Berwick Coastal, ,353341,681037,-2.75008,56.019958,95355113.2277912,56140.7758480301
7585,S13002912,Haddington and Lammermuir, ,350318,669131,-2.79637,55.912689,318969217.845691,103609.093623498
7586,S13002913,Dunbar and East Linton, ,365889,674159,-2.54792,55.959221,188464661.6745,82277.2470663042
7587,S13002914,"Barrhead, Liboside and Uplawmoor", ,244525,657238,-4.48078,55.783371,38643039.2271586,43795.3897906439
7588,S13002915,Newton Mearns North and Neilston, ,250069,653628,-4.39048,55.75272,43836402.4413487,36491.3688170925
7589,S13002916,Giffnock and Thornliebank, ,255882,658932,-4.30075,55.802101,5743390.79010931,10222.0349278061
7590,S13002917,"Clarkston, Netherlee and Williamwood", ,257228,657118,-4.27835,55.786209,7871487.0170376,14686.0612671449
7591,S13002918,Newton Mearns South and Eaglesham, ,255451,651694,-4.30378,55.736992,77555104.7983105,40272.0505614854
7592,S13002919,Almond, ,315874,675283,-3.34916,55.96315,63922075.7353012,45221.9828723598
7593,S13002920,Pentland Hills, ,315516,665843,-3.35194,55.8783,80726284.1219284,48582.1560617114
7594,S13002921,Drum Brae/Gyle, ,319142,673874,-3.29641,55.951061,6963589.04855809,14788.5103534871
7595,S13002922,Forth, ,323761,676749,-3.22328,55.977638,5523538.16266884,14809.9460893169
7596,S13002923,Inverleith, ,322984,674871,-3.23519,55.96064,7751398.81793896,15425.5132247435
7597,S13002924,Corstorphine/Murrayfield, ,321240,673114,-3.2626,55.94458,6941700.80654251,12365.9597071641
7598,S13002925,Sighthill/Gorgie, ,320802,671602,-3.26917,55.930931,6062501.86435848,17569.9725215465
7599,S13002926,Colinton/Fairmilehead, ,322251,667259,-3.24473,55.892151,19795938.9949535,24338.4357516593
7600,S13002927,Fountainbridge/Craiglockhart, ,322838,670863,-3.23638,55.924622,5356364.39849545,14258.0183966914
7601,S13002928,Morningside, ,324864,670497,-3.20386,55.92165,6426160.84147485,13661.5879481869
7602,S13002929,City Centre, ,325339,673660,-3.19714,55.950142,5279542.55993712,12006.9219063107
7603,S13002930,Leith Walk, ,326249,675418,-3.18305,55.966068,2626188.12800599,7753.14918315644
7604,S13002931,Leith, ,327412,676294,-3.16466,55.974121,4987500.14721816,11009.8045353614
7605,S13002932,Craigentinny/Duddingston, ,328414,673829,-3.14796,55.952129,8563359.0233853,12615.9192273474
7606,S13002933,Southside/Newington, ,326695,671825,-3.17493,55.933861,7304361.46883744,13537.4767633217
7607,S13002934,Liberton/Gilmerton, ,328507,668838,-3.14514,55.90731,14780508.004152,19190.1412545347
7608,S13002935,Portobello/Craigmillar, ,330397,672210,-3.11579,55.93787,10683347.7673049,18593.3271934576
7609,S13002936,Bo'ness and Blackness, ,300126,680019,-3.60308,56.00267,27228837.5283033,28875.2575134838
7610,S13002937,Grangemouth, ,293382,681770,-3.71186,56.016941,12045876.5900043,18219.6927895881
7611,S13002938,Denny and Banknock, ,278377,682198,-3.95261,56.017208,54073309.9203579,39066.1099935654
7612,S13002939,"Carse, Kinnaird and Tryst", ,289409,686010,-3.77731,56.054119,39873891.8238871,35777.9190176893
7613,S13002940,Bonnybridge and Larbert, ,283913,682131,-3.86383,56.017979,33377256.7751231,33462.9476249849
7614,S13002941,Falkirk North, ,289284,681273,-3.77736,56.011551,10663694.5350465,18014.7257712427
7615,S13002942,Falkirk South, ,286961,678032,-3.81324,55.981899,24934318.9739221,21542.4614539763
7616,S13002943,Lower Braes, ,293484,679052,-3.70915,55.99255,12110368.9751621,18995.1830982413
7617,S13002944,Upper Braes, ,288442,673508,-3.78764,55.94162,82360527.8798362,49160.6169741089
7618,S13002946,Dunfermline North, ,309567,689854,-3.45507,56.09288,18695794.0291819,21125.5847334675
7619,S13002947,Dunfermline Central, ,307607,686447,-3.48539,56.061901,20350833.6184369,26408.7707633147
7620,S13002948,Dunfermline South, ,312026,685865,-3.41425,56.05751,8404075.17088701,11713.8778210518
7621,S13002949,Rosyth, ,309725,683466,-3.45038,56.03553,17923932.6243072,28125.2690274094
7622,S13002950,Inverkeithing and Dalgety Bay, ,316330,684962,-3.34488,56.050171,36800440.4871422,41139.3002842672
7623,S13002953,"Burntisland, Kinghorn and Western Kirkcaldy", ,322989,689860,-3.23941,56.09528,55505928.5445586,39029.2237128112
7624,S13002954,Kirkcaldy North, ,326019,693996,-3.19187,56.132912,4386157.70376754,9822.09908229851
7625,S13002955,Kirkcaldy Central, ,326948,692529,-3.17653,56.119881,4012263.34913689,9942.24872825974
7626,S13002956,Kirkcaldy East, ,329359,693974,-3.13814,56.133221,11057520.0801477,17532.8588037052
7627,S13002958,"Glenrothes North, Leslie and Markinch", ,327040,702963,-3.17791,56.213619,45786202.2171576,40276.6307669004
7628,S13002959,Glenrothes Central and Thornton, ,328972,698199,-3.1455,56.17112,31464663.7619069,30440.1416975624
7629,S13002960,Howe of Fife and Tay Coast, ,327760,712672,-3.16896,56.300941,270160429.997888,102394.296058652
7630,S13002961,Tay Bridgehead, ,342262,723506,-2.93704,56.400249,104129572.493552,50181.0860531379
7631,S13002962,St Andrews, ,347586,716293,-2.84935,56.336071,38085880.5471064,37473.3830538053
7632,S13002963,East Neuk and Landward, ,351459,707385,-2.78507,56.25647,222487087.474404,88341.1178457236
7633,S13002964,Cupar, ,338963,713275,-2.9881,56.30793,112396450.382215,59199.2853734622
7634,S13002965,"Leven, Kennoway and Largo", ,338551,703697,-2.99253,56.22184,48219407.998723,41426.2311228318
7635,S13002966,"Buckhaven, Methil and Wemyss Villages", ,334117,698412,-3.06271,56.173771,20200288.6328142,26744.2888790744
7636,S13002967,Linn, ,259739,658796,-4.2392,55.80201,11096391.97875,16945.7604924797
7637,S13002968,Newlands/Auldburn, ,255513,660996,-4.30773,55.820518,10049044.4975357,16068.7663797357
7638,S13002969,Greater Pollok, ,252701,660507,-4.35231,55.815281,11539383.7239076,16205.3154939992
7639,S13002970,Cardonald, ,253297,663704,-4.34453,55.844158,7697574.06364274,13253.2290881109
7640,S13002971,Govan, ,254633,665386,-4.32411,55.859669,8793582.32334515,15034.6521688981
7641,S13002972,Pollokshields, ,256878,662969,-4.287,55.838638,6064558.81007543,13218.1348443939
7642,S13002973,Langside, ,259176,661741,-4.2497,55.828289,4515612.41241897,11447.8970700925
7643,S13002974,Southside Central, ,258970,663342,-4.25382,55.842602,4349142.01997695,11669.9451498208
7644,S13002975,Calton, ,261606,663764,-4.21197,55.84716,6374434.45753422,11764.032226484
7645,S13002976,Anderston/City/Yorkhill, ,258233,665511,-4.26671,55.861858,5076598.00293997,11070.4796058485
7646,S13002977,Hillhead, ,257690,667044,-4.27619,55.875462,3174016.42824178,6907.70526856391
7647,S13002978,Victoria Park, ,254424,667619,-4.32865,55.87965,4246914.71740088,10997.2016050499
7648,S13002979,Garscadden/Scotstounhill, ,252284,668706,-4.36342,55.88876,6234063.51625379,11506.4184967047
7649,S13002980,Drumchapel/Anniesland, ,252398,670490,-4.36257,55.904812,7430727.1960314,13672.2930827242
7650,S13002981,Maryhill, ,256441,669579,-4.29748,55.89785,4840827.72419417,11908.5970578552
7651,S13002982,Canal, ,258416,669610,-4.26594,55.898708,14305515.8444415,21714.8747331758
7652,S13002983,Springburn/Robroyston, ,262463,668508,-4.20071,55.889992,9787396.3309282,14593.5378804154
7653,S13002984,East Centre, ,263857,665503,-4.17692,55.863411,5543178.36210144,12517.9853525778
7654,S13002985,Shettleston, ,264647,662858,-4.16299,55.83989,11019851.2901138,16997.1694666389
7655,S13002986,Baillieston, ,267666,663294,-4.11503,55.844639,10462325.8651688,18113.4986015742
