objectid,wd18cd,wd18nm,wd18nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
2683,E05004790,Harpenden East, ,514422,215246,-0.34114,51.824131,2596831.90973442,8556.77933703835
2684,E05004791,Harpenden North, ,512726,215672,-0.3656,51.8283,3263995.92210588,9773.61107829111
2685,E05004792,Harpenden South, ,513623,212443,-0.35364,51.799099,3716956.07609759,10132.4527075408
2686,E05004793,Harpenden West, ,513160,214074,-0.35982,51.81385,2975277.99100176,8501.35463924629
2687,E05004794,London Colney, ,517553,203673,-0.29964,51.719471,5120155.65217577,10974.8118097366
2688,E05004795,Marshalswick North, ,517201,208874,-0.30298,51.766289,1790256.40504783,6809.08821529846
2689,E05004796,Marshalswick South, ,516006,208484,-0.32042,51.763031,2797436.45341229,8591.82286048485
2690,E05004797,Park Street, ,515223,203043,-0.33357,51.714291,12096826.8144469,19304.6744801136
2691,E05004798,Redbourn, ,511358,209937,-0.38728,51.777031,49710202.2423794,41565.6306033271
2692,E05004799,St Peters, ,515106,207339,-0.33384,51.75293,1252652.05739132,6366.47067294744
2693,E05004800,St Stephen, ,511925,202633,-0.38141,51.711281,11360056.0523566,18433.0268291218
2694,E05004801,Sandridge, ,517023,210632,-0.30497,51.782131,13600944.8080965,17426.5891235702
2695,E05004802,Sopwell, ,515132,205769,-0.33398,51.738811,2937358.92977167,6564.7183754898
2696,E05004803,Verulam, ,513414,206588,-0.35858,51.746521,3529106.14811683,9658.33647482238
2697,E05004804,Wheathampstead, ,517953,214652,-0.29013,51.818062,26475756.6792529,29218.0350801545
2698,E05004805,Bandley Hill, ,526428,223378,-0.16405,51.894619,1318835.36395504,4978.68167118812
2699,E05004806,Bedwell, ,524259,223854,-0.19538,51.899391,2489040.56456305,7653.71643902465
2700,E05004807,Chells, ,525988,224511,-0.17003,51.9049,1557080.31299785,5362.5139516256
2701,E05004808,Longmeadow, ,526644,221616,-0.16156,51.878738,2206583.28381663,7589.63198762014
2702,E05004810,Martins Wood, ,525415,226014,-0.17781,51.918541,870743.6540899,5383.67558743718
2703,E05004811,Old Town, ,523610,225221,-0.20432,51.911819,2049734.13199971,6523.12618310165
2704,E05004812,Pin Green, ,524559,225147,-0.19056,51.910938,1208655.84809491,6062.39929166093
2705,E05004813,Roebuck, ,524464,222552,-0.19288,51.887642,3505907.07283337,9209.86486220975
2706,E05004814,St Nicholas, ,525553,226622,-0.17558,51.923969,1189061.22421985,5159.50912429227
2707,E05004815,Shephall, ,525469,223053,-0.1781,51.891918,1655879.34122869,5834.07909139229
2708,E05004816,Symonds Green, ,522402,224859,-0.222,51.908829,3378660.9921794,9449.07892251372
2709,E05004817,Woodfield, ,523520,226623,-0.20513,51.924438,3379583.43822104,10109.2423817525
2710,E05004867,Aylesford Green, ,602177,141608,0.888672,51.138031,893153.18580203,4368.71498614583
2711,E05004868,Beaver, ,599723,141425,0.853538,51.137249,1155085.88740374,5260.83137205447
2712,E05004869,Biddenden, ,585124,138245,0.643473,51.11359,29096968.1317976,24611.2884234001
2713,E05004870,Bockhanger, ,600371,144473,0.864484,51.164398,2445727.41823567,9364.31378456638
2714,E05004871,Boughton Aluph and Eastwell, ,602742,147843,0.900248,51.193829,13764634.6874856,19937.4310342347
2715,E05004872,Bybrook, ,601869,144100,0.885671,51.160519,1136284.29609302,5387.48813425982
2716,E05004873,Charing, ,595768,149057,0.80123,51.207161,21117459.8634235,24739.7541193069
2717,E05004874,Downs North, ,605224,152122,0.938166,51.231369,46645921.5004709,32947.7861028175
2718,E05004875,Downs West, ,598624,147257,0.841067,51.19001,36270666.1569365,34121.4716156446
2719,E05004876,Godinton, ,599558,143498,0.85233,51.155918,2745039.34751874,7335.98892751878
2720,E05004877,Great Chart with Singleton North, ,597210,141355,0.817625,51.137489,12526064.9141215,17632.3925154422
2721,E05004878,Highfield, ,602905,140690,0.898548,51.129532,1141232.37126112,5001.38465831823
2722,E05004879,Isle of Oxney, ,593120,129620,0.75297,51.033482,54262365.2122522,36432.148068947
2723,E05004880,Kennington, ,602596,144910,0.89651,51.167542,2651222.7519874,7105.06487094259
2724,E05004881,Little Burton Farm, ,602349,144122,0.892539,51.160549,696293.10261465,3435.78409662266
2725,E05004882,Norman, ,600877,141193,0.869883,51.134762,1729628.71212739,5683.52312631703
2726,E05004883,North Willesborough, ,603454,142415,0.907357,51.144829,3441230.90561514,11076.3104886539
2727,E05004884,Park Farm North, ,600613,139929,0.865412,51.123501,1411539.77698986,6100.81708526459
2728,E05004885,Park Farm South, ,601031,139191,0.870966,51.11673,775942.550439395,4720.02748720932
2729,E05004886,Rolvenden and Tenterden West, ,586281,130996,0.65625,51.0481,43308109.6465402,29950.1305470204
2730,E05004887,St Michaels, ,587246,135419,0.67229,51.087509,7641452.01074542,15464.3080807171
2731,E05004888,Saxon Shore, ,605496,135325,0.932476,51.080429,76791395.8769416,63501.9879493018
2732,E05004889,Singleton South, ,598883,141318,0.841488,51.136581,763453.638051875,4324.9226972748
2733,E05004890,South Willesborough, ,602098,140802,0.887093,51.130821,880151.173796315,4107.51361476024
2734,E05004891,Stanhope, ,599744,140625,0.853395,51.130058,436749.221858905,2607.72289478387
2735,E05004892,Stour, ,601700,143021,0.882654,51.15089,2085805.88223658,7410.47233325035
2736,E05004893,Tenterden North, ,588680,134093,0.69205,51.07513,938217.314681825,5643.75007282387
2737,E05004894,Tenterden South, ,590638,132417,0.719085,51.059429,11983505.8233145,17161.3494341157
2738,E05004895,Victoria, ,600492,142263,0.864982,51.144508,2021799.84265609,8228.88281214251
2739,E05004896,Washford, ,599014,140358,0.842829,51.127911,1045139.13582995,4450.27346003663
2740,E05004897,Weald Central, ,591605,141399,0.737629,51.13979,63348979.6725226,56834.4106124253
2741,E05004898,Weald East, ,603771,139389,0.910174,51.117538,20456079.6125895,26139.68950079
2742,E05004899,Weald North, ,588710,143626,0.697461,51.160751,34125974.1585358,31200.3599292672
2743,E05004900,Weald South, ,596100,134907,0.798279,51.07996,57109770.1816572,47734.9431333946
2744,E05004901,Wye, ,606130,145509,0.947331,51.171661,23968567.6867939,33494.2066419802
2745,E05004926,Bean and Darenth, ,557536,171490,0.26432,51.420528,10815819.6448718,14432.2855186028
2746,E05004927,Brent, ,555665,173006,0.238099,51.434669,3071530.14499388,7086.81915433609
2747,E05004928,Castle, ,558307,174439,0.276716,51.446812,521551.438881035,3031.2994307303
2748,E05004929,Greenhithe, ,559759,173275,0.297068,51.435951,4437008.02091436,10957.4764448676
2749,E05004930,Heath, ,551994,173541,0.185556,51.440472,2552751.21729339,6908.51374036184
2750,E05004931,Joyce Green, ,554607,176054,0.22422,51.462341,4704403.98701173,9227.27855032201
2751,E05004932,Joydens Wood, ,550870,171840,0.168672,51.425491,5379534.85809025,11451.0332753288
2752,E05004933,Littlebrook, ,555692,175788,0.23971,51.45966,2199951.90009161,7256.99083096882
2753,E05004934,"Longfield, New Barn and Southfleet", ,560866,170621,0.311777,51.411789,13010972.3015867,16293.0684845013
2754,E05004935,Newtown, ,555231,174322,0.232437,51.446609,1357942.95926508,5737.47436728684
2755,E05004936,Princes, ,554054,173017,0.214945,51.435211,1385606.49449868,5763.96133064379
2756,E05004937,Stone, ,557277,174541,0.261952,51.448009,5139476.3203224,10386.7932990718
2757,E05004938,Sutton-at-Hone and Hawley, ,554705,170466,0.223191,51.412109,7516265.11903054,11794.8219401293
2758,E05004939,Swanscombe, ,560616,175035,0.310185,51.451519,4303064.5172114,11776.8048841628
2759,E05004940,Town, ,553747,174819,0.211314,51.451481,1324909.79352428,5940.78696329004
2760,E05004941,West Hill, ,553094,174545,0.201805,51.4492,1333296.8001612,5464.64103839526
2761,E05004942,Wilmington, ,553169,171760,0.20168,51.424149,4147415.36318676,8824.16158446433
2762,E05004943,Aylesham, ,625617,151775,1.229572,51.22057,15455236.5826618,20720.9002709626
2763,E05004944,Buckland, ,631015,143334,1.301316,51.142639,1835900.54593376,5876.15246475006
2764,E05004945,Capel-le-Ferne, ,626178,140170,1.2303,51.116161,14462070.1682273,17592.588909701
2765,E05004946,Castle, ,632768,141847,1.325373,51.128578,1946924.48510819,10989.4313584876
2766,E05004947,Eastry, ,631722,151770,1.316839,51.218079,46481065.6682304,34028.7588155433
2767,E05004948,Eythorne and Shepherdswell, ,626404,147830,1.238337,51.184841,34485542.3025969,36145.5827906218
2768,E05004949,Little Stour and Ashstone, ,627147,158405,1.255647,51.27948,66196399.0223745,47580.9617849923
2769,E05004950,Lydden and Temple Ewell, ,626499,144997,1.237911,51.15937,11417107.9469459,15926.2238283179
2770,E05004951,"Maxton, Elms Vale and Priory", ,629847,140644,1.282934,51.118961,3321878.7685984,9964.61825354162
2771,E05004952,Middle Deal and Sholden, ,635895,153865,1.377862,51.23518,9439350.92682909,14197.614852921
2772,E05004953,Mill Hill, ,635938,151055,1.37663,51.209942,2836009.13066334,8569.92210410763
2773,E05004954,North Deal, ,637261,153584,1.397207,51.23209,1372377.86713174,7007.45471991127
2774,E05004955,Ringwould, ,636691,148097,1.385443,51.183071,6381301.90511959,11099.9858594193
2775,E05004956,River, ,624840,142164,1.212458,51.13459,15359310.4950096,21653.2564329969
2776,E05004957,St Margaret's-at-Cliffe, ,634517,145878,1.352947,51.164051,31270090.4434622,31149.1717989446
2777,E05004958,St Radigunds, ,629897,142154,1.284609,51.132488,2731450.85150164,7322.46658844725
2778,E05004959,Sandwich, ,632157,157333,1.32666,51.267841,35591477.6646821,34713.6897199621
2779,E05004960,Tower Hamlets, ,631085,141906,1.3014,51.129791,799810.213976875,4398.48921082844
2780,E05004961,Town and Pier, ,630612,140095,1.293495,51.11372,3685267.91979116,14438.5087690297
2781,E05004962,Walmer, ,637081,150364,1.392508,51.203259,3273220.26025588,8649.43837308512
2782,E05004963,Whitfield, ,630184,145017,1.290532,51.158081,7137912.72075635,13508.6802686126
2783,E05004964,Central, ,565396,173256,0.378085,51.434158,1282771.57329762,5146.71579863973
2784,E05004965,Chalk, ,568139,173448,0.4176,51.435081,3487106.61449648,8846.86188226449
2785,E05004966,Coldharbour, ,563753,172549,0.354144,51.42828,768710.818588135,4023.80968338895
2786,E05004967,Higham, ,571539,172596,0.466054,51.426411,13223867.1486507,18225.5995225152
2787,E05004968,Istead Rise, ,563674,170196,0.351923,51.407169,7009307.53951259,10972.42225863
2788,E05004969,Meopham North, ,564298,167000,0.359407,51.378269,11278329.2995417,15414.8825102639
2789,E05004970,Meopham South and Vigo, ,564894,163485,0.366335,51.346519,9740567.38900544,14031.117607658
2790,E05004971,Northfleet North, ,562280,174317,0.333784,51.444592,2869194.39666847,10538.7788706712
2791,E05004972,Northfleet South, ,562783,173427,0.340606,51.436451,2523762.07357031,8104.63298302406
2792,E05004973,Painters Ash, ,563043,172126,0.343745,51.42469,1068431.8765606,5187.79299038331
2793,E05004974,Pelham, ,564160,173871,0.360605,51.440041,1199201.11567356,4594.85963885192
2794,E05004975,Riverside, ,566644,173767,0.396263,51.438389,2117212.81819138,7603.09096168719
2795,E05004976,Riverview, ,567209,171741,0.403428,51.420021,1408672.76470987,4974.52889131081
2796,E05004977,"Shorne, Cobham and Luddesdown", ,567971,168546,0.412865,51.39109,34415270.869343,39169.9187061
2797,E05004978,Singlewell, ,565670,171207,0.381066,51.415668,1464412.333996,5662.87288244895
2798,E05004979,Westcourt, ,567065,172415,0.401677,51.426121,2211225.14060335,7329.15008539864
2799,E05004980,Whitehill, ,565459,172382,0.378583,51.426289,741566.95824225,4740.95635663843
2800,E05004981,Woodlands, ,564653,172109,0.366873,51.424068,2187605.67989118,6589.4243674272
2801,E05004982,Allington, ,574207,157015,0.496768,51.285629,2623616.41682165,6940.68189021371
2802,E05004983,Barming and Teston, ,571362,154148,0.454638,51.260731,5723287.18837142,12039.6011941443
2803,E05004984,Bearsted, ,579539,155374,0.572324,51.26923,2803600.14113795,7020.02468224572
2804,E05004985,Boughton Monchelsea and Chart Sutton, ,578472,148892,0.553817,51.211342,18406594.1127659,19695.0358808948
2805,E05004986,Boxley, ,577463,159678,0.544732,51.30854,24324407.6830176,27696.6889984243
2806,E05004987,Bridge, ,574917,156214,0.506548,51.27821,1568072.1620268,5592.49500042821
2807,E05004989,Detling and Thurnham, ,580777,158714,0.59174,51.29884,19800471.6795852,28293.5896465075
2808,E05004990,Downswood and Otham, ,579615,153455,0.57245,51.251968,3719248.92696304,8517.23473464151
2809,E05004991,East, ,576867,156455,0.534595,51.279781,1535843.59687197,5829.70581237119
2810,E05004992,Fant, ,573835,154558,0.490246,51.263672,2372659.07953552,7847.03655076473
2811,E05004993,Harrietsham and Lenham, ,589755,152217,0.716926,51.237572,33671284.3576882,29403.490362323
2812,E05004994,Headcorn, ,584970,147145,0.645845,51.193581,52938104.3596515,45540.0210471074
2813,E05004995,Heath, ,573896,155294,0.491477,51.27026,2061317.27806335,6344.04372797379
2814,E05004996,High Street, ,576350,155196,0.526571,51.268631,2047707.35574053,6025.33275560872
2815,E05004997,Leeds, ,582597,152315,0.614552,51.24078,12852255.9702024,16504.8774663401
2816,E05004999,Marden and Yalding, ,572160,147067,0.462665,51.19688,61282906.3929049,45307.1709880482
2817,E05005000,North, ,576013,157070,0.522666,51.285561,2329852.00471243,6677.88586243019
2818,E05005001,North Downs, ,586534,157366,0.673522,51.284882,64944833.3002231,56225.2510260564
2819,E05005002,Park Wood, ,578642,152133,0.557863,51.240398,2603531.70608711,6913.8954828389
2820,E05005003,Shepway North, ,577585,154462,0.543891,51.26165,3916680.76520944,7984.52842994854
2821,E05005004,Shepway South, ,578220,153062,0.552286,51.248878,962179.8155729,4244.97397872458
2822,E05005006,Staplehurst, ,578125,143671,0.546268,51.164551,23985785.0495671,24094.0812647001
2823,E05005007,Sutton Valence and Langley, ,580500,147100,0.58192,51.194599,12290968.4588101,22224.4834470387
2824,E05005010,Cowden and Hever, ,546534,142639,0.094375,51.16423,27695177.2997274,31522.3665247365
2825,E05005011,Crockenhill and Well Hill, ,550859,166706,0.166333,51.37936,10046671.7052529,18053.3912931597
2826,E05005012,Dunton Green and Riverhead, ,551092,157757,0.165886,51.298889,6890762.1466261,18960.1754091677
2827,E05005013,Edenbridge North and East, ,544443,147449,0.066422,51.207981,9338617.12488382,16488.870167391
2828,E05005014,Edenbridge South and West, ,544421,144049,0.064742,51.177441,12328869.6298909,16932.1079525794
2829,E05005016,"Farningham, Horton Kirby and South Darenth", ,556078,166557,0.2412,51.37661,20136904.1711571,23075.7166752326
2830,E05005017,Fawkham and West Kingsdown, ,557694,162971,0.26281,51.343948,22801415.1451719,26747.0940050928
2831,E05005018,"Halstead, Knockholt and Badgers Mount", ,548470,160371,0.129391,51.323071,15803220.1742212,19817.9446869028
2832,E05005021,Kemsing, ,555910,159009,0.235485,51.308842,8749533.45811602,13361.893549701
2833,E05005025,Seal and Weald, ,554616,156431,0.215819,51.28603,28435166.5199397,33642.2468524411
2834,E05005026,Sevenoaks Eastern, ,553642,156021,0.201687,51.282612,1476119.00139616,5071.21666727709
2835,E05005027,Sevenoaks Kippington, ,552598,153431,0.185624,51.259621,3956897.00692635,9417.59282398058
2836,E05005028,Sevenoaks Northern, ,552603,156711,0.187095,51.289089,3248006.30479045,9109.88013215106
2837,E05005029,Sevenoaks Town and St John's, ,553766,153900,0.202551,51.263519,5956183.36017898,12400.7050539715
2838,E05005031,Swanley St Mary's, ,550531,168750,0.162489,51.397812,1145284.25184837,5557.74396984201
2839,E05005032,Swanley White Oak, ,551611,169260,0.178219,51.402111,1892195.22218888,7092.92294358866
2840,E05005081,Beacon Road, ,638288,169236,1.42233,51.37215,1565553.14037545,5278.7378524245
2841,E05005082,Birchington North, ,629390,169509,1.294894,51.378262,1827169.65181422,9282.53081628721
2842,E05005083,Birchington South, ,629524,168732,1.296315,51.371231,5548909.65991647,12912.965019211
2843,E05005084,Bradstowe, ,639431,168520,1.438239,51.365238,1089248.5294135,4138.69752992793
2844,E05005085,Central Harbour, ,637848,164730,1.413012,51.33189,1528834.93591249,7551.46657532603
2845,E05005086,Cliffsend and Pegwell, ,635726,164706,1.382592,51.332561,3476291.26267275,13787.3750813868
2846,E05005087,Cliftonville East, ,637812,170862,1.416592,51.38694,2525386.42383823,6163.68212152274
2847,E05005088,Cliftonville West, ,636279,170977,1.394677,51.388618,888808.18539428,4175.14925858146
2848,E05005089,Dane Valley, ,637152,170074,1.406599,51.38015,1610125.3070608,6438.6392828295
2849,E05005090,Eastcliff, ,638296,165432,1.419899,51.338001,962810.083008475,4450.09601768384
2850,E05005091,Garlinge, ,633861,169616,1.359093,51.377399,2242023.73263115,6854.30171631454
2851,E05005092,Kingsgate, ,639192,169996,1.435804,51.37859,2350992.40731089,6711.20474026398
2852,E05005093,Margate Central, ,635531,170788,1.383821,51.38723,889482.90472747,4776.75973678848
2853,E05005094,Nethercourt, ,636544,165099,1.394573,51.335751,836942.89815255,4512.92864967668
2854,E05005095,Newington, ,636290,165901,1.391465,51.343048,1406397.51459338,5267.62739208419
2855,E05005096,Northwood, ,636867,166755,1.400302,51.350479,2451758.10860286,7548.69023970067
2856,E05005097,St Peters, ,637674,168047,1.412731,51.36174,4160342.07108505,8464.91045406022
2857,E05005098,Salmestone, ,635876,169278,1.387769,51.373531,2838445.78331815,7732.39818571117
2858,E05005099,Sir Moses Montefiore, ,638770,166053,1.427108,51.34338,1070130.84988829,4501.4883973212
2859,E05005100,Thanet Villages, ,630254,165633,1.30478,51.343121,58693351.4078804,37764.0701980856
2860,E05005101,Viking, ,639095,167123,1.432483,51.352852,1907841.97343273,5596.55113315728
2861,E05005102,Westbrook, ,633591,170325,1.355686,51.383869,1089623.61047838,5103.14176805651
2862,E05005103,Westgate-on-Sea, ,631980,169342,1.331935,51.37571,2239738.18937018,6960.72299766872
2863,E05005130,Benenden and Cranbrook, ,577229,135040,0.529226,51.087292,53925137.015418,41336.3752515717
2864,E05005131,Brenchley and Horsmonden, ,568596,140766,0.408752,51.141331,42061171.4501931,30681.8794623499
2865,E05005132,Broadwater, ,557028,138451,0.242517,51.123821,2977771.61462764,7497.54685873631
2866,E05005133,Capel, ,563131,145045,0.332638,51.181358,21670145.2345943,23390.4844072283
2867,E05005134,Culverden, ,557851,139841,0.254875,51.136082,1770341.04423609,6503.9753655301
2868,E05005135,Frittenden and Sissinghurst, ,580813,138744,0.5822,51.119438,29523287.0058042,32596.2032300709
2869,E05005136,Goudhurst and Lamberhurst, ,569540,136387,0.420176,51.101711,60699341.4998804,47681.8917659345
2870,E05005137,Hawkhurst and Sandhurst, ,576624,130156,0.518213,51.043598,44224636.5516779,37746.8943116123
2871,E05005138,Paddock Wood East, ,568604,144691,0.410704,51.17659,6929542.07325819,12329.2412714758
2872,E05005139,Paddock Wood West, ,566416,144376,0.379286,51.1744,2969987.8586515,11222.4863952928
2873,E05005140,Pantiles and St Mark's, ,558535,138205,0.263925,51.121189,2289367.31745975,7488.83709467821
2874,E05005141,Park, ,560527,139309,0.292855,51.130562,7867335.31877433,13969.0169585732
2875,E05005142,Pembury, ,562972,141081,0.328569,51.14579,14031086.8373392,15817.575668539
2876,E05005143,Rusthall, ,556279,140109,0.232541,51.13892,1784732.39270388,6130.44104598312
2877,E05005144,St James', ,559118,140301,0.273173,51.139858,854374.848146055,4052.68634985676
2878,E05005145,St John's, ,558031,141092,0.257994,51.14727,2496101.70698634,6667.66347191079
2879,E05005146,Sherwood, ,560414,141497,0.292215,51.150249,4385696.06474108,9416.36213515334
2880,E05005147,Southborough and High Brooms, ,559188,142273,0.275044,51.157558,2495500.8404374,10649.0591561566
2881,E05005148,Southborough North, ,557965,143328,0.258033,51.167381,4919980.27622527,9800.77376781354
2882,E05005149,Speldhurst and Bidborough, ,554262,139499,0.203471,51.133991,24190928.2628275,29421.9595232085
2883,E05005150,Bank Hall, ,384886,433165,-2.23092,53.794579,1526290.15896203,6023.94480136182
2884,E05005151,Briercliffe, ,389105,434732,-2.16693,53.808769,17572795.4306812,20135.6704577088
2885,E05005152,Brunshaw, ,385804,432199,-2.21694,53.785931,1874597.05341544,5805.6237731628
2886,E05005153,Cliviger with Worsthorne, ,387993,429852,-2.18362,53.764889,42057835.2651729,28962.8112445229
2887,E05005154,Coal Clough with Deerplay, ,382929,430033,-2.26045,53.766369,11286200.4519812,20009.3096656002
2888,E05005155,Daneshouse with Stoneyholme, ,383685,433839,-2.24918,53.800598,2590507.33977544,7841.8047232212
2889,E05005156,Gannow, ,382041,433088,-2.2741,53.7938,1206958.70126026,5505.14258128747
2890,E05005157,Gawthorpe, ,379848,434037,-2.30745,53.80225,1936238.63400629,6655.42732318379
2891,E05005158,Hapton with Park, ,379978,430553,-2.30525,53.770939,16382703.4050029,20145.8826990787
2892,E05005159,Lanehead, ,385267,434094,-2.22518,53.80294,1639807.09621617,6524.25339754435
2893,E05005160,Queensgate, ,384487,434656,-2.23705,53.807968,1229325.38044785,4882.75397361103
2894,E05005161,Rosegrove with Lowerhouse, ,381672,432219,-2.27965,53.78598,2545980.38933758,7865.716225528
2895,E05005162,Rosehill with Burnley Wood, ,384758,431330,-2.23277,53.778091,2323081.95887827,8897.03457293376
2896,E05005163,Trinity, ,383391,432509,-2.25358,53.788639,1922230.52102123,6268.33788815591
2897,E05005164,Whittlefield with Ightenhill, ,381484,434399,-2.28263,53.805561,4925282.53026662,13849.7055193169
2898,E05005165,Adlington and Anderton, ,360737,412874,-2.59492,53.61095,8950259.82180279,17066.0118018294
2899,E05005166,Astley and Buckshaw, ,356782,419369,-2.65559,53.66901,3633603.89506216,10810.8878805433
2900,E05005167,Brindle and Hoghton, ,361479,424918,-2.5852,53.71925,26133055.7035793,23639.4250106406
2901,E05005168,Chisnall, ,353710,415053,-2.70144,53.629959,18421982.975023,24248.7251445169
2902,E05005169,Chorley East, ,359714,417254,-2.61094,53.650242,2998938.857867,7643.45090880295
2903,E05005170,Chorley North East, ,359179,418911,-2.61926,53.665089,3310946.78868818,9117.09220628787
2904,E05005171,Chorley North West, ,357312,417677,-2.64734,53.653851,3240243.0103972,9857.98540715084
2905,E05005172,Chorley South East, ,358796,415754,-2.62463,53.636681,4019265.75439653,9852.56163615653
2906,E05005173,Chorley South West, ,357580,415977,-2.64305,53.638592,2835104.40801228,8987.57888699067
2907,E05005174,Clayton-le-Woods and Whittle-le-Woods, ,357759,421729,-2.64113,53.6903,4722512.65159325,11757.9841974951
2908,E05005175,Clayton-le-Woods North, ,357592,423812,-2.64394,53.709011,2631303.91798205,6879.65689343928
2909,E05005176,Clayton-le-Woods West and Cuerden, ,356502,423237,-2.66037,53.703751,3726507.85025773,9008.20638193477
2910,E05005177,Coppull, ,357182,413723,-2.64876,53.618301,6848453.66661585,11783.8897036564
2911,E05005178,Eccleston and Mawdesley, ,349365,416134,-2.76732,53.639271,20439023.8387385,25118.2298583748
2912,E05005179,Euxton North, ,354567,419792,-2.68918,53.67263,4830289.52869797,9375.24499447791
2913,E05005180,Euxton South, ,354584,418370,-2.68871,53.659851,4378663.56389005,11420.4774733299
2914,E05005181,Heath Charnock and Rivington, ,362692,414796,-2.5656,53.628368,18460455.446497,25233.449227855
2915,E05005182,Lostock, ,349589,419144,-2.76442,53.66634,27066701.9726204,24642.0830685958
2916,E05005183,Pennine, ,361854,418316,-2.5787,53.659939,19256389.090101,25520.3655238688
2917,E05005184,Wheelton and Withnell, ,362956,421236,-2.56238,53.686272,16609873.0691463,19636.9403273749
2918,E05005185,Ansdell, ,335060,427745,-2.98608,53.742031,1858194.07479723,6397.57134096812
2919,E05005186,Ashton, ,331747,429216,-3.03663,53.754829,1457960.19475733,5773.75298380001
2920,E05005187,Central, ,332436,428597,-3.02604,53.749352,1064287.63332913,5952.04311934662
2921,E05005188,Clifton, ,336447,427869,-2.96508,53.74332,2962493.85543719,8257.63295962981
2922,E05005189,Elswick and Little Eccleston, ,341186,439454,-2.89545,53.847988,8906926.5719968,17122.1126578895
2923,E05005190,Fairhaven, ,333282,427878,-3.01306,53.743,1437358.83811467,5487.42752194914
2924,E05005191,Freckleton East, ,344027,428748,-2.85032,53.75209,8717985.56964586,14827.3095769036
2925,E05005192,Freckleton West, ,342546,428419,-2.87272,53.74897,2565397.32586282,9879.70327931529
2926,E05005193,Heyhouses, ,333694,429991,-3.00727,53.762039,3638265.83120963,12056.2708328701
2927,E05005194,Kilnhouse, ,332961,430564,-3.01851,53.767101,1703403.63713651,5651.81507066356
2928,E05005195,Kirkham North, ,341781,432369,-2.88507,53.784382,2164435.53158806,8653.56773102541
2929,E05005196,Kirkham South, ,342365,431445,-2.87603,53.776138,1963887.83298905,6189.22119872806
2930,E05005197,Medlar-with-Wesham, ,341637,435917,-2.88792,53.81625,7496057.28470374,13531.8426711124
2931,E05005198,Newton and Treales, ,345317,433351,-2.83158,53.793591,33304107.0789783,27671.57585877
2932,E05005199,Park, ,334817,429439,-2.99012,53.757221,3587435.39296049,9891.95727721055
2933,E05005200,Ribby-with-Wrea, ,340041,431169,-2.91124,53.773399,4596447.40890693,9447.48973697946
2934,E05005201,St Johns, ,337509,427827,-2.94897,53.743069,3615983.33906217,9457.0306754833
2935,E05005202,St Leonards, ,331529,430990,-3.04033,53.770741,3899698.95297001,8133.1314246054
2936,E05005203,Singleton and Greenhalgh, ,338921,437597,-2.9295,53.831039,18894406.9898285,23589.8701946301
2937,E05005204,Staining and Weeton, ,337294,435490,-2.95379,53.811909,17667866.5985324,19446.1945141497
2938,E05005205,Warton and Westby, ,338123,431797,-2.94046,53.77882,34148909.1526166,34602.5077923913
2939,E05005206,Altham, ,376329,431619,-2.36069,53.780369,8465085.53741995,12752.0582625809
2940,E05005207,Barnfield, ,377645,428171,-2.34047,53.749432,4165846.49804728,10595.0526105658
2941,E05005208,Baxenden, ,377358,426341,-2.34469,53.732971,4643864.03520436,9154.27277884368
2942,E05005209,Central, ,375362,428527,-2.37512,53.752529,938841.253501725,4199.46770176301
2943,E05005210,Church, ,374437,429218,-2.3892,53.758701,2289627.77251953,5946.56852211856
2944,E05005211,Clayton-le-Moors, ,374274,430981,-2.39183,53.774529,1844377.41723946,6225.93101037136
2945,E05005212,Huncoat, ,377684,430305,-2.34004,53.76862,4317438.88343941,9792.09810740355
2946,E05005213,Immanuel, ,374702,425716,-2.3849,53.727242,11196499.409133,14253.72732328
2947,E05005214,Milnshaw, ,375972,429727,-2.36596,53.763351,1069080.69266645,4852.49503995056
2948,E05005215,Netherton, ,374659,432684,-2.38612,53.78986,2915756.3531756,9055.99219558061
2949,E05005216,Overton, ,372835,433323,-2.41387,53.795509,9338224.96206022,14179.1363004709
2950,E05005217,Peel, ,376438,428859,-2.35883,53.755569,404799.61643398,2627.50237207793
2951,E05005218,Rishton, ,371876,429910,-2.42811,53.764778,11015374.0572255,17157.9449960054
2952,E05005219,St Andrew's, ,373969,427863,-2.39619,53.746498,1286247.14885212,4393.81841525448
2953,E05005220,St Oswald's, ,372407,426195,-2.41972,53.731419,8012549.00403027,15150.096035682
2954,E05005221,Spring Hill, ,375347,427628,-2.37527,53.74445,1194850.56331639,5644.57811838966
2955,E05005250,Barrowford, ,385569,439433,-2.22085,53.850941,3987056.40754656,9869.01611328666
2956,E05005251,Blacko and Higherford, ,385397,442063,-2.22359,53.874569,8834007.96386039,14616.2941206816
2957,E05005252,Boulsworth, ,393268,439354,-2.10381,53.850391,44130571.8909147,30066.1916178415
2958,E05005253,Bradley, ,386210,438537,-2.21106,53.842899,1769018.49735425,5551.08485531891
2959,E05005254,Brierfield, ,384669,436880,-2.2344,53.827969,1933128.22005485,8897.34756132934
2960,E05005255,Clover Hill, ,386629,436884,-2.20462,53.82806,1339326.41348262,5535.43100018418
2961,E05005256,Coates, ,388130,447901,-2.18225,53.927109,4068345.63576377,9211.71766819125
2962,E05005257,Craven, ,386446,446495,-2.20783,53.914429,18902732.4903593,25549.9046079373
